id,gender,location_district,location_upazila,location_village,caller_need,note,status,resolve_organization,feedback_status,resolve_comment,resolve_at,created_at
6245,Female,NOAKHALI,NOAKHALI SADAR,Purba Debipur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6246,Male,NOAKHALI,BEGUMGANJ,Eklaspur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6247,Female,NOAKHALI,SUBARNACHAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6248,Male,NOAKHALI,NOAKHALI SADAR,Purba Debipur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6249,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6250,Female,NOAKHALI,BEGUMGANJ,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6251,Female,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6252,Unknown,NOAKHALI,BEGUMGANJ,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6253,Female,NOAKHALI,CHATKHIL,Sundarpur (Part),Food,,Pending,Unknown,Unknown,,,09/07/2024
6254,Female,NOAKHALI,KABIRHAT,Ghoshbag,Food,,Pending,Unknown,Unknown,,,09/07/2024
6255,Unknown,,,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6256,Male,NOAKHALI,BEGUMGANJ,Babunagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6257,Female,COMILLA,LAKSAM,Nairpara,Food,,Pending,Unknown,Unknown,,,09/07/2024
6258,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6259,Male,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6260,Female,NOAKHALI,SONAIMURI,Birshrestha Ruhul Amin Nagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6261,Male,NOAKHALI,CHATKHIL,Sundarpur (Part),Food,,Pending,Unknown,Unknown,,,09/07/2024
6262,Female,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6263,Female,LAKSHMIPUR,KAMALNAGAR,Uttar Char Lawrence,Food,,Pending,Unknown,Unknown,,,09/07/2024
6264,Female,NOAKHALI,COMPANIGANJ,Char Kali,Food,,Pending,Unknown,Unknown,,,09/07/2024
6265,Male,NOAKHALI,KABIRHAT,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6266,Male,SYLHET,COMPANIGANJ,Jaliarpar (Puran Jaliarpar),Food,,Pending,Unknown,Unknown,,,09/07/2024
6267,Male,LAKSHMIPUR,LAKSHMIPUR SADAR,Uttar Banchhanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6268,Female,NOAKHALI,NOAKHALI SADAR,Neazpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6269,Male,FENI,FULGAZI,Kamalla,Food,,Pending,Unknown,Unknown,,,09/07/2024
6270,Male,NOAKHALI,SUBARNACHAR,Pashchim Char Jubille,Food,,Pending,Unknown,Unknown,,,09/07/2024
6271,Female,NOAKHALI,,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6272,Female,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6273,Female,NOAKHALI,SUBARNACHAR,Char Jabbar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6274,Male,NOAKHALI,BEGUMGANJ,Dakkhin Daulatpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6275,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/07/2024
6276,Female,NOAKHALI,NOAKHALI SADAR,Lalanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6277,Female,NOAKHALI,SUBARNACHAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6278,Female,NOAKHALI,NOAKHALI SADAR,Lalanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6279,Female,NOAKHALI,NOAKHALI SADAR,Pashchim Sujapur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6280,Female,NOAKHALI,SENBAG,Mohammadpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6281,Female,NOAKHALI,,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6282,Female,NOAKHALI,NOAKHALI SADAR,Pashchim Sujapur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6283,Female,NOAKHALI,NOAKHALI SADAR,Purba Debipur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6284,Male,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6285,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/07/2024
6286,Female,COMILLA,MANOHARGANJ,Rudrapur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6287,Male,TANGAIL,GOPALPUR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6288,Female,NOAKHALI,NOAKHALI SADAR,Lalanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6289,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/07/2024
6290,Female,NOAKHALI,NOAKHALI SADAR,Lalanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6291,Male,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6292,Female,NOAKHALI,SUBARNACHAR,Madhya Char Bagga,Food,,Pending,Unknown,Unknown,,,09/07/2024
6293,Female,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6294,Female,,,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6295,Female,NOAKHALI,,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6296,Female,NOAKHALI,SUBARNACHAR,Char Jabbar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6297,Female,LAKSHMIPUR,KAMALNAGAR,Char Lawrence,Food,,Pending,Unknown,Unknown,,,09/07/2024
6298,Male,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6299,Male,NOAKHALI,SONAIMURI,Makilla,Food,,Pending,Unknown,Unknown,,,09/07/2024
6300,Male,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6301,Male,NOAKHALI,NOAKHALI SADAR,Purba Debipur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6302,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6303,Male,LAKSHMIPUR,LAKSHMIPUR SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6304,Male,LAKSHMIPUR,LAKSHMIPUR SADAR,Char Shahi,Food,,Pending,Unknown,Unknown,,,09/07/2024
6305,Female,FENI,DAGANBHUIYAN,Gobindapur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6306,Female,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6307,Male,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6308,Female,NOAKHALI,SUBARNACHAR,Char Bagga,Food,,Pending,Unknown,Unknown,,,09/07/2024
6309,Female,NOAKHALI,CHATKHIL,Sundarpur (Part),Food,,Pending,Unknown,Unknown,,,09/07/2024
6310,Female,NOAKHALI,KABIRHAT,Ghoshbag,Food,,Pending,Unknown,Unknown,,,09/07/2024
6311,Female,FENI,DAGANBHUIYAN,Baitharpar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6312,Male,NOAKHALI,SONAIMURI,Bazra,Food,,Pending,Unknown,Unknown,,,09/07/2024
6313,Female,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6314,Female,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6315,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/07/2024
6316,Male,NOAKHALI,SUBARNACHAR,Uttar Char Bagga,Food,,Pending,Unknown,Unknown,,,09/07/2024
6317,Female,NOAKHALI,NOAKHALI SADAR,Purba Debipur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6318,Female,LAKSHMIPUR,LAKSHMIPUR SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6319,Female,COMILLA,MANOHARGANJ,Hasnabad,Food,,Pending,Unknown,Unknown,,,09/07/2024
6320,Female,NOAKHALI,BEGUMGANJ,Karimpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6321,Male,NOAKHALI,SONAIMURI,Nazarpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6322,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6323,Male,NOAKHALI,NOAKHALI SADAR,Madhusudanpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6324,Female,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/07/2024
6325,Female,LAKSHMIPUR,LAKSHMIPUR SADAR,Razibpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6326,Female,NOAKHALI,NOAKHALI SADAR,Char Matua,Food,,Pending,Unknown,Unknown,,,09/07/2024
6327,Male,NOAKHALI,NOAKHALI SADAR,Madhusudanpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6328,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/07/2024
6329,Male,NOAKHALI,BEGUMGANJ,Dakkhin Daulatpur,Food,,Pending,Unknown,Unknown,,,09/07/2024
6345,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6346,Female,NOAKHALI,BEGUMGANJ,Mirwarishpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6347,Male,MOULVIBAZAR,MOULVIBAZAR SADAR,Uluail Chak Lalapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6348,Female,LAKSHMIPUR,KAMALNAGAR,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6349,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6350,Female,NOAKHALI,SONAIMURI,Uttar Rasulpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6351,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6352,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6353,Male,NOAKHALI,NOAKHALI SADAR,Dharmapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6354,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6355,Female,NOAKHALI,SONAIMURI,Uttar Rasulpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6356,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6357,Female,NOAKHALI,SUBARNACHAR,Uttar Char Bagga,Food,,Pending,Unknown,Unknown,,,09/08/2024
6358,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6359,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6360,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6361,Female,FENI,DAGANBHUIYAN,Baitharpar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6362,Male,NOAKHALI,NOAKHALI SADAR,Char Matua,Food,,Pending,Unknown,Unknown,,,09/08/2024
6363,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6364,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6365,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6366,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6367,Female,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6368,Male,NOAKHALI,NOAKHALI SADAR,Lalanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6369,Female,NOAKHALI,SUBARNACHAR,Uttar Char Bagga,Food,,Pending,Unknown,Unknown,,,09/08/2024
6370,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6371,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6372,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6373,Female,NOAKHALI,NOAKHALI SADAR,Char Matua,Food,,Pending,Unknown,Unknown,,,09/08/2024
6374,Female,LAKSHMIPUR,LAKSHMIPUR SADAR,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6375,Female,COMILLA,MANOHARGANJ,Baduara,Food,,Pending,Unknown,Unknown,,,09/08/2024
6376,Female,NOAKHALI,CHATKHIL,Sundarpur (Part),Food,,Pending,Unknown,Unknown,,,09/08/2024
6377,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6378,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6379,Female,NOAKHALI,SONAIMURI,Bazra,Food,,Pending,Unknown,Unknown,,,09/08/2024
6380,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6381,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6382,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6383,Female,NOAKHALI,SONAIMURI,Machhimpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6384,Female,NOAKHALI,SONAIMURI,Uttar Kalikapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6385,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6386,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6387,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6388,Female,LAKSHMIPUR,LAKSHMIPUR SADAR,Char Chamita,Food,,Pending,Unknown,Unknown,,,09/08/2024
6389,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6390,Female,NOAKHALI,BEGUMGANJ,Karimpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6391,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6392,Male,NOAKHALI,NOAKHALI SADAR,Lalanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6393,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6394,Female,NOAKHALI,SONAIMURI,Machhimpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6395,Male,DINAJPUR,NABABGANJ,Sinra,Food,,Pending,Unknown,Unknown,,,09/08/2024
6396,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6397,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6398,Female,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6399,Female,NOAKHALI,NOAKHALI SADAR,Dharmapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6400,Male,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6401,Female,NOAKHALI,KABIRHAT,Sondalpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6402,Female,NOAKHALI,BEGUMGANJ,Kamdebpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6403,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6404,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6405,Female,NOAKHALI,NOAKHALI SADAR,Char Matua,Food,,Pending,Unknown,Unknown,,,09/08/2024
6406,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6407,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6408,Male,NOAKHALI,NOAKHALI SADAR,Dharmapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6409,Male,FENI,DAGANBHUIYAN,Baitharpar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6410,Female,NOAKHALI,NOAKHALI SADAR,Dharmapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6411,Male,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6412,Female,NOAKHALI,KABIRHAT,Chiringa,Food,,Pending,Unknown,Unknown,,,09/08/2024
6413,Male,JESSORE,JASHORE SADAR,Sultanpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6414,Male,NOAKHALI,NOAKHALI SADAR,Lalanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6415,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6416,Female,FENI,FENI SADAR,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6417,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6418,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6419,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6420,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6421,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6422,Female,NOAKHALI,BEGUMGANJ,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6423,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6424,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6425,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6426,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6427,Female,NOAKHALI,SUBARNACHAR,Char Amanullah,Food,,Pending,Unknown,Unknown,,,09/08/2024
6428,Female,NOAKHALI,KABIRHAT,Jagadananda,Food,,Pending,Unknown,Unknown,,,09/08/2024
6429,Male,CHATTOGRAM,FATIKCHHARI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6430,Male,NOAKHALI,NOAKHALI SADAR,Char Matua,Food,,Pending,Unknown,Unknown,,,09/08/2024
6431,Female,COMILLA,MANOHARGANJ,Baduara,Food,,Pending,Unknown,Unknown,,,09/08/2024
6432,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6433,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6434,Female,NOAKHALI,BEGUMGANJ,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6435,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6436,Female,FENI,DAGANBHUIYAN,Baitharpar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6437,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6438,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6439,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6440,Female,NOAKHALI,BEGUMGANJ,Karimpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6441,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6442,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6443,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6444,Female,NOAKHALI,SONAIMURI,Uttar Rasulpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6472,Male,NOAKHALI,KABIRHAT,Padua,Food,,Pending,Unknown,Unknown,,,09/08/2024
6473,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6474,Female,LAKSHMIPUR,KAMALNAGAR,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6475,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6476,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6477,Male,NOAKHALI,NOAKHALI SADAR,Purba Debipur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6478,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6479,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6480,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6481,Female,NOAKHALI,NOAKHALI SADAR,Sonapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6482,Female,NOAKHALI,BEGUMGANJ,Mir Warishpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6483,Female,COMILLA,NANGALKOT,Gomkot,Food,,Pending,Unknown,Unknown,,,09/08/2024
6484,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6485,Female,NOAKHALI,NOAKHALI SADAR,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6486,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6487,Male,NOAKHALI,BEGUMGANJ,Eklaspur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6488,Female,NOAKHALI,NOAKHALI SADAR,Purba Debipur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6489,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6490,Female,NOAKHALI,BEGUMGANJ,Miralipur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6491,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6492,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6493,Male,LAKSHMIPUR,LAKSHMIPUR SADAR,Banchhanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6494,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6495,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6496,Male,NOAKHALI,SUBARNACHAR,Madhya Char Bagga,Food,,Pending,Unknown,Unknown,,,09/08/2024
6497,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6498,Male,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6499,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6500,Female,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6501,Female,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6502,Female,NOAKHALI,SONAIMURI,Dhanyapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6503,Female,NOAKHALI,NOAKHALI SADAR,Badarpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6504,Female,FENI,DAGANBHUIYAN,Baitharpar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6505,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6506,Female,NOAKHALI,BEGUMGANJ,Mir Warishpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6507,Male,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6508,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6509,Female,NOAKHALI,SONAIMURI,Bazra,Food,,Pending,Unknown,Unknown,,,09/08/2024
6510,Male,NOAKHALI,BEGUMGANJ,Mir Warishpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6511,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6512,Female,NOAKHALI,SONAIMURI,Bazra,Food,,Pending,Unknown,Unknown,,,09/08/2024
6513,Female,NOAKHALI,NOAKHALI SADAR,Chandrapur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6514,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6515,Female,NOAKHALI,BEGUMGANJ,Mir Warishpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6516,Male,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6517,Female,NOAKHALI,BEGUMGANJ,Narottampur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6518,Female,NOAKHALI,BEGUMGANJ,Mir Warishpur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6519,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6520,Male,NOAKHALI,SONAIMURI,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6521,Female,COMILLA,NANGALKOT,Atghara,Food,,Pending,Unknown,Unknown,,,09/08/2024
6522,Female,NOAKHALI,SONAIMURI,Bazra,Food,,Pending,Unknown,Unknown,,,09/08/2024
6523,Male,NOAKHALI,SUBARNACHAR,Char Bagga,Food,,Pending,Unknown,Unknown,,,09/08/2024
6524,Female,NOAKHALI,BEGUMGANJ,Miralipur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6525,Female,NOAKHALI,SONAIMURI,Uttar Mirzanagar,Food,,Pending,Unknown,Unknown,,,09/08/2024
6526,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6527,Male,NOAKHALI,BEGUMGANJ,Miralipur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6528,Male,LAKSHMIPUR,LAKSHMIPUR SADAR,Dattapara,Food,,Pending,Unknown,Unknown,,,09/08/2024
6529,Female,NOAKHALI,SONAIMURI,Motubi,Food,,Pending,Unknown,Unknown,,,09/08/2024
6530,Male,NOAKHALI,SUBARNACHAR,Uttar Char Bagga,Food,,Pending,Unknown,Unknown,,,09/08/2024
6531,Female,NOAKHALI,BEGUMGANJ,Miralipur,Food,,Pending,Unknown,Unknown,,,09/08/2024
6532,Female,NOAKHALI,BEGUMGANJ,,Food,,Pending,Unknown,Unknown,,,09/08/2024
6533,Female,NOAKHALI,BEGUMGANJ,Miralipur,Food,,Pending,Unknown,Unknown,,,09/08/2024
